Time,PPG,Acc
1323.36,403.30764,0.98716
1323.38,401.11767,0.98206
1323.4,397.36309,0.9829
1323.42,392.04095,0.9829
1323.44,386.51733,0.98805
1323.46,381.73696,0.98107
1323.48,379.02069,0.98018
1323.5,379.08789,0.9829
1323.52,380.48352,0.98206
1323.54,381.45922,0.98206
1323.56,380.42636,0.97867
1323.58,376.26583,0.99285
1323.6,370.38507,0.98384
1323.62,365.01019,0.98529
1323.64,361.07568,0.98384
1323.66,359.05181,0.98107
1323.68,357.97158,0.97867
1323.7,355.89392,0.98623
1323.72,352.83074,0.99229
1323.74,349.8031,0.99466
1323.76,347.6806,0.99043
1323.78,347.60516,0.98571
1323.8,348.9779,0.99043
1323.82,350.43887,0.97399
1323.84,353.06475,0.98446
1323.86,358.41647,0.97867
1323.88,366.83105,0.99141
1323.9,377.78594,0.99286
1323.92,388.26281,0.99466
1323.94,394.49566,0.97352
1323.96,395.33355,0.98529
1323.98,391.14031,0.98107
1324,383.70916,0.98263
1324.02,376.56103,0.98529
1324.04,371.91644,0.99198
1324.06,370.33801,0.98018
1324.08,371.49273,1.00221
1324.1,372.82989,0.97777
1324.12,371.996,0.98623
1324.14,369.4414,0.98513
1324.16,366.51013,0.99022
1324.18,364.77117,0.98623
1324.2,365.19326,0.98384
1324.22,365.97741,0.99708
1324.24,365.12167,0.98876
1324.26,362.78094,0.99286
1324.28,359.48822,0.98018
1324.3,356.3807,0.98876
1324.32,354.88879,0.98773
1324.34,354.51879,0.98876
1324.36,354.34729,1.00078
1324.38,354.04345,0.98529
1324.4,352.80349,0.97352
1324.42,351.02822,0.99286
1324.44,350.38912,0.99384
1324.46,352.01483,0.98623
1324.48,357.45684,0.98446
1324.5,367.64956,0.99466
1324.52,380.70422,0.99119
1324.54,393.76806,0.97173
1324.56,404.23516,0.97352
1324.58,410.11407,0.99043
1324.6,411.81939,0.98805
1324.62,410.47308,0.99198
1324.64,406.07177,0.99383
1324.66,399.59701,0.99286
1324.68,392.90679,0.99198
1324.7,387.44323,0.98352
1324.72,384.81976,0.98352
1324.74,385.14746,0.99286
1324.76,386.16726,0.98805
1324.78,385.78469,0.98055
1324.8,382.72793,0.98773
1324.82,377.00561,0.99115
1324.84,370.98825,0.98955
1324.86,366.76177,0.98018
1324.88,364.52691,0.98623
1324.9,363.79092,0.99286
1324.92,362.61563,0.98773
1324.94,359.05044,0.9742
1324.96,353.99978,0.99286
1324.98,349.36465,0.98352
1325,346.61618,0.98529
1325.02,346.61193,0.99285
1325.04,347.48303,0.98529
1325.06,346.96307,0.98107
1325.08,346.08087,0.98263
1325.1,347.17596,0.98451
1325.12,352.56146,0.98638
1325.14,363.95242,0.98955
1325.16,379.33477,0.98955
1325.18,393.95037,0.9763
1325.2,403.84033,0.97352
1325.22,406.81112,0.97594
1325.24,404.0277,0.99708
1325.26,399.33581,0.99466
1325.28,395.3327,0.98773
1325.3,393.00671,0.98018
1325.32,392.07702,0.98955
1325.34,390.45684,0.98955
1325.36,387.33209,0.98623
1325.38,383.9215,0.99286
1325.4,380.99951,0.98529
1325.42,379.68109,0.99229
1325.44,380.43597,0.98529
1325.46,380.86785,0.99559
1325.48,379.01916,0.98018
1325.5,375.09469,0.9829
1325.52,369.69024,0.99198
1325.54,364.55691,0.97777
1325.56,361.57366,0.99801
1325.58,360.54824,1.00221
1325.6,360.57617,0.98018
1325.62,360.21887,0.98352
1325.64,357.78668,0.98529
1325.66,354.13281,0.98602
1325.68,351.54666,0.98773
1325.7,351.33364,0.98529
1325.72,354.53405,0.98529
1325.74,361.30599,0.98263
1325.76,370.77008,0.98805
1325.78,382.50167,0.98529
1325.8,394.9989,0.97934
1325.82,405.34677,0.97594
1325.84,411.78356,0.98602
1325.86,413.4841,0.9998
1325.88,410.48541,0.97352
1325.9,404.69128,0.98107
1325.92,397.79351,0.98529
1325.94,390.90933,0.98529
1325.96,386.10815,0.99708
1325.98,384.14425,0.99198
1326,383.57583,0.98384
1326.02,382.88629,0.97867
1326.04,380.40588,0.97777
1326.06,375.33959,0.98446
1326.08,369.21655,0.98773
1326.1,363.69354,0.97352
1326.12,359.88208,0.99466
1326.14,358.45483,0.97688
1326.16,357.64764,0.98623
1326.18,355.20373,0.99801
1326.2,351.40728,0.99466
1326.22,347.66021,0.98263
1326.24,345.58654,0.97756
1326.26,346.16589,0.99708
1326.28,347.72836,0.97939
1326.3,348.16607,0.99043
1326.32,347.2666,0.98529
1326.34,345.81506,0.97594
1326.36,346.60675,1.00404
1326.38,353.47491,1.00047
1326.4,366.71789,0.99445
1326.42,383.09252,0.98107
1326.44,398.07824,0.98805
1326.46,407.09027,0.98107
1326.48,408.91333,0.98206
1326.5,405.99487,1.00047
1326.52,400.92572,1.00221
1326.54,396.12185,0.98352
1326.56,393.10852,0.98529
1326.58,390.91464,0.99043
1326.6,388.43978,0.97594
1326.62,385.61706,0.99744
1326.64,382.59436,0.98955
1326.66,380.42486,0.97173
1326.68,379.31524,0.98773
1326.7,377.49844,0.99559
1326.72,374.18554,0.98018
1326.74,369.77578,0.99425
1326.76,364.8861,0.98018
1326.78,361.51843,0.98263
1326.8,361.02593,0.99286
1326.82,362.13787,0.98773
1326.84,362.85119,0.99744
1326.86,361.20346,0.99043
1326.88,356.35974,0.98018
1326.9,350.36123,0.98716
1326.92,345.91436,1.00221
1326.94,344.67059,0.9998
1326.96,347.79187,0.98623
1326.98,354.70983,0.98107
1327,363.86718,0.99322
1327.02,374.64984,0.99708
1327.04,385.60705,0.99286
1327.06,394.44879,0.98384
1327.08,399.78625,0.98018
1327.1,400.04003,0.9998
1327.12,394.8377,0.99892
1327.14,386.88458,0.98955
1327.16,379.05438,0.97867
1327.18,373.42224,0.99892
1327.2,371.70687,0.99892
1327.22,372.85119,0.99043
1327.24,373.98291,1.00221
1327.26,373.33007,0.98955
1327.28,370.00659,0.98018
1327.3,364.87057,0.98876
1327.32,360.57055,0.99286
1327.34,358.39715,0.97777
1327.36,358.08068,0.98352
1327.38,358.70538,0.9829
1327.4,358.18817,0.98352
1327.42,355.77343,0.99708
1327.44,353.14895,0.98446
1327.46,351.58251,0.97777
1327.48,351.49053,0.99043
1327.5,352.31591,0.99146
1327.52,351.88629,0.99043
1327.54,349.97396,0.99513
1327.56,349.54406,0.97777
1327.58,353.44476,0.98352
1327.6,363.70391,0.99286
1327.62,380.04296,0.98529
1327.64,397.55657,0.98773
1327.66,410.53863,0.98107
1327.68,416.33099,0.99466
1327.7,415.09558,0.9784
1327.72,409.81622,0.99043
1327.74,403.91748,0.98867
1327.76,398.51806,0.98955
1327.78,394.04602,0.98623
1327.8,390.71905,0.99322
1327.82,387.92745,0.98446
1327.84,385.85656,0.97115
1327.86,384.79394,0.99022
1327.88,383.90161,0.97966
1327.9,382.38101,0.9829
1327.92,379.02667,0.9784
1327.94,372.94415,0.99383
1327.96,365.88769,0.98773
1327.98,360.229,0.98384
1328,357.03567,0.99708
1328.02,356.77844,0.97777
1328.04,357.90512,0.98352
1328.06,357.75579,0.99801
1328.08,355.80752,0.98132
1328.1,352.45208,0.9897
1328.12,348.37524,0.9829
1328.14,345.77545,0.99043
1328.16,345.95141,0.98446
1328.18,348.72918,0.99043
1328.2,354.35955,0.97939
1328.22,362.55139,0.98107
1328.24,372.79492,0.98955
1328.26,384.92251,0.98623
1328.28,396.68057,0.98773
1328.3,404.8247,0.98867
1328.32,407.91894,0.98805
1328.34,405.73614,0.99286
1328.36,399.82647,0.98384
1328.38,393.36206,0.9784
1328.4,388.14733,0.98107
1328.42,385.01412,0.9829
1328.44,384.48458,0.99043
1328.46,384.87881,0.98446
1328.48,384.09027,0.9829
1328.5,381.6867,0.98623
1328.52,377.80133,0.99708
1328.54,373.74697,0.99559
1328.56,371.38598,0.98773
1328.58,370.25811,0.98352
1328.6,368.9006,0.99229
1328.62,366.64288,0.99043
1328.64,363.12591,0.97867
1328.66,359.64019,0.98018
1328.68,358.11834,0.98018
1328.7,358.17376,0.98623
1328.72,358.5061,0.99801
1328.74,358.04632,0.98253
1328.76,355.73812,0.9829
1328.78,352.61743,0.97509
1328.8,351.28707,0.97939
1328.82,353.90139,0.99022
1328.84,362.41662,1.00404
1328.86,376.39721,0.98716
1328.88,391.66714,0.9829
1328.9,404.13793,0.98206
1328.92,411.65332,0.98451
1328.94,413.68249,0.98773
1328.96,412.13519,0.99198
1328.98,409.14221,0.98903
1329,405.02795,0.99559
1329.02,399.99456,0.98773
1329.04,394.35168,0.98773
1329.06,388.72692,0.99466
1329.08,384.99768,0.99708
1329.1,383.68029,0.98529
1329.12,383.13415,0.99631
1329.14,381.96716,0.99198
1329.16,378.64889,0.98107
1329.18,372.51617,0.97594
1329.2,365.96441,0.99625
1329.22,361.41488,0.98876
1329.24,359.23428,0.99043
1329.26,358.84423,0.99625
1329.28,358.08151,0.97209
1329.3,354.97772,0.99043
1329.32,350.38983,0.99383
1329.34,346.10699,0.99383
1329.36,343.54333,0.99708
1329.38,343.02935,0.99801
1329.4,342.37359,0.99954
1329.42,340.23266,0.99043
1329.44,338.90789,0.98018
1329.46,341.35412,0.99708
1329.48,349.61746,0.99043
1329.5,364.0664,1.00221
1329.52,381.09051,0.97541
1329.54,395.18951,0.98263
1329.56,402.55041,0.98529
1329.58,401.98791,0.98018
1329.6,396.251,0.97867
1329.62,390.18829,0.98623
1329.64,386.29296,0.9763
1329.66,384.95297,0.98446
1329.68,385.32397,0.98018
1329.7,384.85006,0.98055
1329.72,382.32229,0.99043
1329.74,378.70767,0.9998
1329.76,374.6766,0.99043
1329.78,371.34649,0.99708
1329.8,369.73559,0.98384
1329.82,368.69821,0.99229
1329.84,367.01025,0.99198
1329.86,364.53216,0.98263
1329.88,361.52526,0.99229
1329.9,359.51345,0.9829
1329.92,359.31967,0.98107
1329.94,359.3023,0.98018
1329.96,358.20074,0.98107
1329.98,355.80862,0.99043
1330,352.08242,0.98263
1330.02,348.45932,0.98107
1330.04,346.48992,0.99229
1330.06,346.24822,0.98352
1330.08,348.06719,0.98773
1330.1,352.21279,0.99043
1330.12,358.30294,0.99146
1330.14,366.84875,0.98018
1330.16,377.77691,0.99559
1330.18,389.06921,0.98352
1330.2,398.54418,0.98055
1330.22,403.88772,0.98773
1330.24,403.34442,0.9829
1330.26,397.96081,0.99708
1330.28,390.01336,0.97594
1330.3,381.68218,0.98384
1330.32,375.69915,0.99801
1330.34,373.11465,0.98529
1330.36,372.74572,0.98352
1330.38,373.37261,0.97867
1330.4,373.32147,0.99141
1330.42,371.36975,0.98867
1330.44,368.5567,0.97267
1330.46,365.8009,0.99801
1330.48,363.04568,0.98805
1330.5,360.47344,0.99466
1330.52,357.32006,0.98867
1330.54,353.07565,0.98018
1330.56,349.05773,0.98352
1330.58,346.04724,0.98529
1330.6,344.41424,0.98384
1330.62,344.78411,1.00047
1330.64,345.70556,0.97272
1330.66,345.37338,0.97939
1330.68,344.32705,0.99466
1330.7,344.12951,0.97173
1330.72,347.37698,0.99383
1330.74,356.47836,0.99198
1330.76,369.91436,0.99286
1330.78,383.54077,0.98861
1330.8,393.58337,0.98876
1330.82,397.51013,0.98529
1330.84,396.30435,0.98571
1330.86,393.39678,0.97777
1330.88,390.46923,0.97173
1330.9,387.78808,0.99744
1330.92,385.1065,0.9829
1330.94,381.47509,0.98384
1330.96,377.64752,0.99043
1330.98,375.47161,0.99043
1331,375.28686,0.97594
1331.02,377.02056,0.98529
1331.04,379.57031,0.98867
1331.06,379.87991,0.98384
1331.08,376.60275,0.9784
1331.1,370.9624,0.98529
1331.12,364.62304,0.99625
1331.14,359.79223,0.97934
1331.16,357.59088,0.99559
1331.18,356.76278,0.99043
1331.2,356.12744,0.99198
1331.22,355.03579,0.98513
1331.24,353.02487,0.98352
1331.26,351.10125,0.98805
1331.28,350.33013,0.98623
1331.3,350.73361,0.98965
1331.32,352.65686,0.98372
1331.34,356.42559,0.98773
1331.36,362.69378,0.98955
1331.38,372.99896,0.97688
1331.4,386.56567,0.98107
1331.42,399.76153,0.97509
1331.44,409.28771,0.98384
1331.46,412.59277,0.97867
1331.48,409.02923,0.97173
1331.5,401.61163,0.98623
1331.52,393.93597,0.99424
1331.54,388.09014,0.98529
1331.56,385.24645,0.98018
1331.58,384.31448,0.98513
1331.6,383.04333,0.99198
1331.62,380.65368,1.00888
1331.64,376.90704,0.98773
1331.66,372.41433,0.98903
1331.68,369.04846,0.98529
1331.7,366.94509,0.98867
1331.72,364.86096,0.99466
1331.74,362.33605,0.99286
1331.76,358.67156,0.99384
1331.78,353.9053,0.97867
1331.8,349.91485,0.98352
1331.82,347.9205,0.98446
1331.84,347.9634,0.98955
1331.86,349.24047,0.98773
1331.88,349.44439,0.98805
1331.9,347.62734,0.99466
1331.92,345.72277,0.98018
1331.94,345.87701,0.98773
1331.96,349.9407,1.00047
1331.98,358.69653,0.98482
1332,370.39892,0.99198
1332.02,383.3399,0.98867
1332.04,396.30908,0.99708
1332.06,406.95941,0.98018
1332.08,414.27987,0.98773
1332.1,418.60278,0.9784
1332.12,419.05291,0.99022
1332.14,415.41409,0.99466
1332.16,408.95504,0.97435
1332.18,401.15881,0.98623
1332.2,394.58374,0.99043
1332.22,391.15948,0.97777
1332.24,389.7741,0.99286
1332.26,388.35009,0.9829
1332.28,385.56726,0.99533
1332.3,381.31857,0.98384
1332.32,377.28942,0.99229
1332.34,374.57513,0.99043
1332.36,372.38189,0.98446
1332.38,370.22949,0.98955
1332.4,367.94226,0.97594
1332.42,365.02847,0.98773
1332.44,361.69653,0.98623
1332.46,358.08239,0.98352
1332.48,354.38037,0.9998
1332.5,351.78405,0.98623
1332.52,350.1419,0.99559
1332.54,347.96966,0.97003
1332.56,345.46258,0.9829
1332.58,343.78671,0.98773
1332.6,344.63607,0.9784
1332.62,350.86853,0.99286
1332.64,363.07495,0.98867
1332.66,378.3269,0.98716
1332.68,392.86608,0.99903
1332.7,402.82403,0.98018
1332.72,406.28173,0.9784
1332.74,405.28311,0.99043
1332.76,402.52532,0.99286
1332.78,399.25158,0.98206
1332.8,395.92352,0.98727
1332.82,391.73626,0.97672
1332.84,386.61471,0.99198
1332.86,382.54846,0.99708
1332.88,380.31225,0.99954
1332.9,379.00411,0.97777
1332.92,377.8074,0.98571
1332.94,375.48382,0.99022
1332.96,371.72021,0.97777
1332.98,367.85079,0.98876
1333,364.62792,0.98529
1333.02,362.54162,0.99383
1333.04,361.70556,1.00133
1333.06,360.30108,0.98529
1333.08,357.25222,0.98623
1333.1,353.59667,0.99286
1333.12,350.41918,0.99466
1333.14,349.15747,0.98955
1333.16,350.19747,1.00047
1333.18,351.0209,0.97971
1333.2,350.04733,0.99708
1333.22,348.47238,0.99119
1333.24,348.37518,0.99022
1333.26,352.92266,0.98529
1333.28,363.98388,0.98206
1333.3,379.02246,0.99466
1333.32,393.78726,0.99708
1333.34,404.7593,0.99229
1333.36,409.76739,0.98352
1333.38,409.68069,0.97115
1333.4,406.60815,0.98727
1333.42,401.3507,0.98716
1333.44,394.74673,0.99043
1333.46,388.02539,0.98716
1333.48,382.5592,0.98623
1333.5,380.37127,0.9869
1333.52,381.67889,0.98529
1333.54,383.96636,0.98867
1333.56,384.80181,0.99708
1333.58,382.49432,0.98773
1333.6,376.75109,0.98482
1333.62,370.07876,0.99466
1333.64,364.94033,0.99229
1333.66,361.591,0.99559
1333.68,359.32061,1.00078
1333.7,356.47967,0.9869
1333.72,352.03713,0.9998
1333.74,347.63775,0.98955
1333.76,344.99383,0.98955
1333.78,344.35443,0.98018
1333.8,345.31481,0.99559
1333.82,345.91256,0.99043
1333.84,344.77246,0.98352
1333.86,343.92077,0.99322
1333.88,346.40502,0.99384
1333.9,354.40014,0.97594
1333.92,367.99401,0.99146
1333.94,382.98901,0.97867
1333.96,394.2359,0.99559
1333.98,399.84674,0.98773
1334,399.78012,0.98352
1334.02,395.38433,0.97971
1334.04,389.30291,0.98107
1334.06,382.78787,1.00133
1334.08,376.58331,0.98955
1334.1,372.3334,0.97115
1334.12,370.56564,0.98018
1334.14,371.30694,0.97867
1334.16,374.66265,0.9829
1334.18,378.60662,0.96659
1334.2,380.35931,0.97867
1334.22,378.53149,0.98955
1334.24,373.109,0.98107
1334.26,366.78277,0.98206
1334.28,362.99801,0.98018
1334.3,362.05404,0.98529
1334.32,362.6311,0.99744
1334.34,363.08886,0.98623
1334.36,361.17156,0.98955
1334.38,356.97906,0.98018
1334.4,352.9566,0.98446
1334.42,350.66735,0.98206
1334.44,350.87091,0.99229
1334.46,353.59399,0.9829
1334.48,358.26409,0.97352
1334.5,365.80386,1.00644
1334.52,376.98599,0.99229
1334.54,390.01904,0.99445
1334.56,402.10559,0.98018
1334.58,410.17327,0.9897
1334.6,411.97314,0.98018
1334.62,408.42187,0.99043
1334.64,401.98498,0.99198
1334.66,394.88739,0.98773
1334.68,389.43237,0.9784
1334.7,386.06512,0.98867
1334.72,383.40557,0.98384
1334.74,381.02584,0.97777
1334.76,378.70852,0.99286
1334.78,376.14099,0.98446
1334.8,374.20422,0.99043
1334.82,372.63,0.97003
1334.84,369.69567,0.99043
1334.86,365.25952,0.99322
1334.88,360.02044,0.96755
1334.9,354.74145,0.97541
1334.92,351.09515,0.98529
1334.94,349.59979,0.98107
1334.96,349.22015,0.98352
1334.98,348.88864,0.97777
1335,346.87756,0.98352
1335.02,342.60314,0.98623
1335.04,338.29119,0.98903
1335.06,335.96441,0.98107
1335.08,336.86322,0.98867
1335.1,342.4801,1.00133
1335.12,352.63607,0.98616
1335.14,365.99755,0.98352
1335.16,381.26666,0.9829
1335.18,395.72277,0.98018
1335.2,406.64776,0.99043
1335.22,412.7839,0.98018
1335.24,413.10925,0.99286
1335.26,408.43151,0.98773
1335.28,401.54779,0.98206
1335.3,394.20489,1.00078
1335.32,388.0231,0.99022
1335.34,384.83886,0.98403
1335.36,384.11752,0.99466
1335.38,384.33569,1.00919
1335.4,384.30072,0.99466
1335.42,382.61169,0.97867
1335.44,379.87115,0.98529
1335.46,377.78085,0.98107
1335.48,375.9262,0.98018
1335.5,373.45892,0.98018
1335.52,369.96453,0.98529
1335.54,364.79724,0.99286
1335.56,359.20556,0.99043
1335.58,355.40606,0.99286
1335.6,353.9866,0.98955
1335.62,354.72857,0.98623
1335.64,356.13708,0.98352
1335.66,355.64227,0.98571
1335.68,353.01177,0.99286
1335.7,350.00067,0.99043
1335.72,348.84399,0.99466
1335.74,353.10021,0.9829
1335.76,364.73809,0.99805
1335.78,381.43658,0.98018
1335.8,398.79748,0.98018
1335.82,411.91952,0.98529
1335.84,417.53015,0.99286
1335.86,416.70794,0.98773
1335.88,412.32409,0.98623
1335.9,406.24121,0.99708
1335.92,399.90112,0.98529
1335.94,393.66662,0.98529
1335.96,387.63,0.98773
1335.98,383.55914,0.98263
1336,382.44821,0.98805
1336.02,382.97277,0.9869
1336.04,383.10668,0.9829
1336.06,380.37347,0.98529
1336.08,373.97448,0.99198
1336.1,366.64089,0.99043
1336.12,361.02932,0.98623
1336.14,357.78778,0.98876
1336.16,356.45254,0.97867
1336.18,354.75421,0.99229
1336.2,350.90698,0.99286
1336.22,346.22827,0.98018
1336.24,342.7951,0.98773
1336.26,341.96151,0.97594
1336.28,343.81079,0.99043
1336.3,345.82586,1.00888
1336.32,345.73712,0.98446
1336.34,344.09338,0.98529
1336.36,342.85916,0.99631
1336.38,345.62286,0.99708
1336.4,355.8753,0.99466
1336.42,372.11917,0.98263
1336.44,389.0617,0.9763
1336.46,401.81326,0.98955
1336.48,407.30035,0.98352
1336.5,406.49511,0.98955
1336.52,403.39947,0.99043
1336.54,400.06915,0.98185
1336.56,396.60452,0.98773
1336.58,392.92266,0.98263
1336.6,388.51986,0.99801
1336.62,384.28173,0.97594
1336.64,382.08264,0.97594
1336.66,381.92761,0.9784
1336.68,382.59515,0.97541
1336.7,382.17733,0.97594
1336.72,378.6647,0.987
1336.74,372.97131,0.99198
1336.76,367.6116,0.98446
1336.78,363.56585,0.97509
1336.8,361.28179,0.99559
1336.82,360.29846,0.99892
1336.84,358.87637,0.97594
1336.86,356.73614,0.97867
1336.88,354.51461,1.00318
1336.9,352.38247,0.99043
1336.92,351.32299,0.97352
1336.94,351.50637,0.97083
1336.96,351.25616,0.98716
1336.98,350.00106,0.9998
1337,348.95416,0.98938
1337.02,350.63317,0.99022
1337.04,358.25451,0.99801
1337.06,371.75619,0.98773
1337.08,386.84817,1.00221
1337.1,398.75762,0.99708
1337.12,404.06512,0.98773
1337.14,402.43679,0.98352
1337.16,397.29992,0.98352
1337.18,391.77822,0.99625
1337.2,386.82122,0.97688
1337.22,382.58206,0.97867
1337.24,378.16424,0.99141
1337.26,373.38693,0.98263
1337.28,370.25781,0.98876
1337.3,369.60665,0.98805
1337.32,370.18609,0.98805
1337.34,370.6611,0.9829
1337.36,369.2922,0.98529
1337.38,365.29583,0.97173
1337.4,360.15234,0.98529
1337.42,355.23803,0.99708
1337.44,351.53518,0.98955
1337.46,349.94851,0.97173
1337.48,349.47174,0.99625
1337.5,348.69995,0.98352
1337.52,347.57098,0.9829
1337.54,346.10989,0.98018
1337.56,345.21893,0.98955
1337.58,346.31677,0.96659
1337.6,348.95394,0.98384
1337.62,352.97613,0.98451
1337.64,359.73208,0.98529
1337.66,369.13854,0.98716
1337.68,380.27227,0.99559
1337.7,392.2127,0.99043
1337.72,402.28283,0.99466
1337.74,407.76904,0.99383
1337.76,407.40258,0.9829
1337.78,400.81311,0.98623
1337.8,390.60443,0.99043
1337.82,381.52276,0.98446
1337.84,376.47119,0.98149
1337.86,376.11901,0.98107
1337.88,378.63809,0.98107
1337.9,380.13171,0.98955
1337.92,378.75292,0.99466
1337.94,375.26007,0.98623
1337.96,370.86785,0.99043
1337.98,367.64401,0.98876
1338,366.72491,0.9869
1338.02,366.40454,0.98913
1338.04,364.78918,0.99043
1338.06,361.2022,0.98867
1338.08,356.20007,0.99043
1338.1,352.31536,0.99559
1338.12,351.17626,0.98955
1338.14,351.47839,0.98263
1338.16,351.42507,0.99229
1338.18,349.62945,0.99466
1338.2,346.17053,0.99384
1338.22,344.37829,0.98446
1338.24,347.89361,0.98352
1338.26,358.08111,0.99119
1338.28,374.25631,0.99286
1338.3,392.16699,0.98529
1338.32,405.72119,0.99022
1338.34,411.71194,0.98018
1338.36,410.04901,0.98955
1338.38,403.38824,0.99801
1338.4,396.65612,0.98955
1338.42,392.38427,0.99801
1338.44,389.55203,1.00644
1338.46,386.85949,0.99286
1338.48,383.19171,0.99022
1338.5,378.58151,0.98955
1338.52,375.0733,0.98773
1338.54,373.50384,0.98446
1338.56,372.7196,0.98773
1338.58,371.30633,0.9998
1338.6,367.72351,0.98107
1338.62,362.21466,0.98384
1338.64,357.12695,0.98623
1338.66,353.70788,0.98352
1338.68,352.24713,0.99708
1338.7,352.70193,0.99198
1338.72,353.24777,0.99198
1338.74,352.45251,0.98446
1338.76,350.80615,0.98185
1338.78,348.66906,0.97672
1338.8,346.96215,0.98716
1338.82,347.41815,0.97777
1338.84,350.32257,0.9867
1338.86,355.76715,0.9784
1338.88,364.5628,0.98352
1338.9,376.32113,0.98529
1338.92,389.95068,0.98352
1338.94,403.64462,0.98107
1338.96,414.11132,0.98384
1338.98,419.29803,0.9829
1339,419.20611,0.98206
1339.02,414.36727,0.99022
1339.04,406.76751,0.98867
1339.06,398.94433,0.98623
1339.08,392.30761,0.9829
1339.1,388.48687,0.9897
1339.12,388.01599,0.99708
1339.14,388.5982,0.98384
1339.16,388.06085,0.99286
1339.18,385.55529,0.98132
1339.2,380.95642,0.98513
1339.22,375.99075,0.98529
1339.24,372.41024,0.98773
1339.26,369.88098,0.98955
1339.28,367.68963,0.99198
1339.3,365.00701,0.99286
1339.32,360.85925,0.99708
1339.34,356.12619,0.98773
1339.36,352.48471,0.98107
1339.38,350.61529,0.97867
1339.4,350.55187,0.99286
1339.42,350.78543,0.98352
1339.44,349.56848,0.9829
1339.46,348.10028,0.99198
1339.48,349.0942,0.98903
1339.5,355.05541,0.98602
1339.52,367.86651,0.97939
1339.54,385.43978,0.98018
1339.56,401.88092,0.98107
1339.58,412.23089,0.98384
1339.6,414.23388,0.98446
1339.62,409.13323,0.98623
1339.64,401.38476,0.99043
1339.66,394.37875,0.99559
1339.68,389.02761,0.99625
1339.7,385.36938,0.98805
1339.72,382.15527,0.98018
1339.74,378.52059,0.99198
1339.76,375.49728,0.98107
1339.78,373.45059,0.98623
1339.8,372.21621,0.98955
1339.82,371.98468,1.00047
1339.84,371.00131,0.99559
1339.86,367.34832,0.98805
1339.88,361.90011,0.98867
1339.9,356.4826,0.9998
1339.92,352.88647,0.98018
1339.94,352.02722,0.98867
1339.96,352.14462,0.99286
1339.98,351.41394,0.99466
1340,349.69454,0.97594
1340.02,346.86688,0.99141
1340.04,344.13058,0.99286
1340.06,343.61898,0.98773
1340.08,345.31137,0.99286
1340.1,348.93167,0.97777
1340.12,355.5299,0.98446
1340.14,365.48614,0.97509
1340.16,378.66549,0.9998
1340.18,393.74981,0.98716
1340.2,407.07971,0.99198
1340.22,415.39715,0.98616
1340.24,417.15151,0.98773
1340.26,412.17272,0.98773
1340.28,403.16162,0.98018
1340.3,394.15673,0.98876
1340.32,387.72167,0.98867
1340.34,385.08819,0.98616
1340.36,385.24594,0.98876
1340.38,385.21728,0.98955
1340.4,383.53747,0.98451
1340.42,380.46243,0.99141
1340.44,376.80035,0.98876
1340.46,374.2033,0.98018
1340.48,372.76507,0.98805
1340.5,370.44418,0.99286
1340.52,366.57409,0.98529
1340.54,361.87823,0.99286
1340.56,357.1491,0.98482
1340.58,354.03765,1.00221
1340.6,353.30804,0.98446
1340.62,353.55517,0.98384
1340.64,352.96371,0.98773
1340.66,349.95214,0.97594
1340.68,345.08654,0.99559
1340.7,342.73754,0.98107
1340.72,346.83016,0.99383
1340.74,357.64495,0.98384
1340.76,372.80041,0.99559
1340.78,387.32556,0.98352
1340.8,396.3359,0.99141
1340.82,398.70858,0.99708
1340.84,395.78472,0.9829
1340.86,390.19741,0.98018
1340.88,384.81866,0.98446
1340.9,379.62719,0.99708
1340.92,373.62866,0.99383
1340.94,368.22436,0.98529
1340.96,365.16711,0.98602
1340.98,365.37976,0.98018
1341,368.81192,0.98018
1341.02,372.70306,0.99043
1341.04,373.70043,0.9784
1341.06,370.74722,0.98446
1341.08,364.73818,0.99708
1341.1,358.76608,0.98773
1341.12,355.88067,0.99286
1341.14,355.41656,0.99708
1341.16,355.27252,0.98955
1341.18,354.33148,0.99383
1341.2,351.83331,0.99708
1341.22,348.98291,0.98018
1341.24,347.97576,0.99043
1341.26,348.68615,0.99286
1341.28,350.31549,0.97867
1341.3,352.875,0.98107
1341.32,356.73233,0.98955
1341.34,363.98626,0.99043
1341.36,376.29528,0.98446
1341.38,391.40628,0.98716
1341.4,405.14025,0.9829
1341.42,413.59344,0.99322
1341.44,414.40725,0.99744
1341.46,409.10321,0.98529
1341.48,401.38244,0.98955
1341.5,394.1286,0.98446
1341.52,389.34188,0.98805
1341.54,386.92126,1.00078
1341.56,384.98999,0.98206
1341.58,383.21801,0.9829
1341.6,382.22076,0.99513
1341.62,381.78283,0.9829
1341.64,381.81124,0.99801
1341.66,381.48458,0.98446
1341.68,379.11859,0.98805
1341.7,374.48693,0.99708
1341.72,368.18682,0.9723
1341.74,361.1271,0.97777
1341.76,355.57611,0.98107
1341.78,352.66772,0.99466
1341.8,351.2084,0.98773
1341.82,349.9866,0.98206
1341.84,347.93994,0.99708
1341.86,344.88836,0.99466
1341.88,342.71795,0.99801
1341.9,342.82293,0.98107
1341.92,345.34729,0.9784
1341.94,350.64886,0.98263
1341.96,358.46923,0.99559
1341.98,368.60906,0.98446
1342,381.26672,0.98623
1342.02,394.22985,0.98623
1342.04,404.00488,0.98384
